V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,SC0_0,SC0_1,SC0_2,SC1_0,SC1_1,SC1_2,SC2_0,SC2_1,SC2_2,SC3_0,SC3_1,SC3_2,Pilot,Country,State,Cond,consent,ins2,PrimeIntro,HighPower,LowPower,VizTimer_1,VizTimer_2,VizTimer_3,VizTimer_4,HighPrompt,LowPrompt,Essay,WriteTimer_1,WriteTimer_2,WriteTimer_3,WriteTimer_4,AIinstrux,AI01energe,AI02moving,AI03nap,AI04workou,AI05rest,AI06work,AI07relax,WVStrust_1,WVStrust_2,WVStrust_3,WVStrust_4,WVStrust_5,WVStrust_6,TrustIntro,TrustGame_1,TrustResul,IRIintro,IRI01,IRI02,IRI03,IRI04,IRI05,IRI06,IRI07,RMEintro,RME01,RME02,RME03,RME04,RME05,RME06,RME07,RME08,RME09,RME10,subSES,usses,IMC,demo,gender,age,citizen,religion,ethnic2,ethnic2_TEXT,epo,youred,yyour,end,Debrief,Deb1,Deb2,Deb3,debrief,Q82,goforcode,errors,confusing,comments,LocationLatitude,LocationLongitude,LocationAccuracy,
R_2SJh3sUoiuq3Ux4,Live,Anonymous,,,71.187.234.21,0,2016-01-11 10:14:01,2016-01-11 10:29:39,1,38,5.4285714285714,1.3972762620115,28,4,0,13,2.1666666666667,0.40824829046386,9,0.9,0.31622776601684,,United States,NJ,1,1,1,1,1,,0,0,60.011,0,1,,"I was a high school teacher teaching an English class and I had power over my students.  The lesson was on the book Lord of the Flies and we were reading a chapter out loud.  I had power in the sense that the students had to be on good behavior while this activity was proceeding.  If they were talking or distracting other students I had the power to tell them to stop their action, and if they chose not to I had the power to carry out consequences (e.g sit outside, take away points, call their parents, etc.)  I felt a great sense of responsibility because there were about 20 individuals I had control over.  Also because they were children I felt how I used my power over them would have a great effect on them.",14.465,136.207,254.326,7,1,23,23,19,21,19,23,20,2,2,2,3,2,2,1,500,1,1,20,22,22,20,22,22,22,1,19,20,21,20,21,20,21,19,22,21,1,4,10,1,2,32,usa,n/a,2,,6,5,4,,1,"To determine if there is any correlation between how a person perceives power and their degree of generosity.  If so, how?",Yes because to brainstorm for the essay I had to put myself in other people's shoes and think about their point of views and how they perceived me.  Writing the essay probably made me feel more emphatic toward other people.,no,1,1,,,,,40.768600463867,-74.019897460938,-1,
R_2uQdPGSuWUBIRi6,Live,Anonymous,,,108.183.123.146,0,2016-01-11 10:17:00,2016-01-11 10:30:16,1,36,5.1428571428571,0.89973541084244,34,4.8571428571429,0.37796447300923,12,2,0.63245553203368,6,0.6,0.51639777949432,,United States,NY,1,1,1,1,1,,0,0,60.005,0,1,,"I was a supervisor for an archaeological field school, and oversaw the work of several college students as they excavated. I was about the same age as them, and it could be difficult at times to get them to respect my authority. It felt good to be in a position of power, because I was able to oversee excavations and feel as though all of my training was put to good use. However, it could be frustrating when students would question my authority because they felt that they knew best even though I had far more experience. In those cases, I would just explain to them the reasons behind my choices and decisions, and they would eventually acquiesce. Once I had convinced them, it felt good to be seen as an authoritative figure. ",1.423,5.059,198.603,2,1,23,23,21,25,22,23,21,1,2,2,3,2,2,1,0,1,1,19,23,23,20,23,23,23,1,19,20,21,22,20,20,20,19,22,21,1,6,10,1,2,25,USA,Atheist,3,,4,5,2,,1,To determine how empathetic people are as well as what their political views and personal values are. Perhaps this is to determine whether empathy and the ability to read other's emotions are correlated with peoples values and politics.  ,"I don't think that it affected the answers to my questions, because I don't feel as though the situation I described was similar to any of the questions asked. ",No. ,1,1,,,,,42.919692993164,-78.877899169922,-1,
R_9ZWvAU5ZZpdCV8Z,Live,Anonymous,,,149.68.242.120,0,2016-01-11 10:15:22,2016-01-11 10:30:29,1,19,2.7142857142857,0.95118973121134,27,3.8571428571429,0.69006555934235,10,1.6666666666667,0.51639777949432,9,0.9,0.31622776601684,,United States,NY,0,1,1,1,,1,0,0,60.01,0,,1,"One situation where someone had power over me was during a recent interview. The person interviewing me had the ability to approve or deny my application to work somewhere for a summer, and this job would play a large part in my future. It was incredibly overwhelming and intimidating. I sat down at a table with this person on the other end, as they slowly evaluated my resume. I was then asked every question imaginable about my resume, including some I never would have expected. I had to sit there in an uncomfortable chair and try to think of a response that would both answer and put me in a good light. This person would not only choose if I would be part of the program but who I would be paired with, and who I would ultimately learn from. I was sweating and I am sure my face was bright way as I tried to remain calm and convince this person that I was a good candidate. ",4.741,215.023,221.75,14,1,20,20,24,22,24,21,22,1,2,1,2,2,2,1,250,1,1,20,22,22,19,22,21,21,1,19,20,21,20,21,20,21,19,22,21,1,3,10,1,2,24,United States,Catholic,3,,3,4,1,,1,To see how mood can impact how you view people / things. How tired you are impacts how clearly you can identify another person's emotions. Not really sure! ,No I don't think so. I tried to answer each part of the survey individually.,No.,1,1,,,,,40.72200012207,-73.790802001953,-1,
R_1CdoN2AW9UlzY2J,Live,Anonymous,,,65.24.145.154,0,2016-01-11 10:19:33,2016-01-11 10:30:32,1,30,4.2857142857143,1.1126972805284,27,3.8571428571429,0.37796447300923,12,2,0.89442719099992,5,0.5,0.52704627669473,,United States,KY,1,1,1,1,1,,0,0,60.058,0,1,,"I time in which i had power was when i was a supervisor at my old job. I was in charge of many individuals, one however never listened and did what was asked of them. This made me angry when they woildnt do the job request and required of them.",4.947,4.947,99.385,1,1,23,22,22,20,21,23,21,1,3,1,3,2,2,1,110,1,1,20,22,22,21,22,22,22,1,21,20,20,22,21,21,21,19,22,21,1,7,10,1,2,27,usa,none,3,,4,2,2,,1,Human behavior and beliefs,No,No,1,1,,,,,36.644195556641,-83.655502319336,-1,
R_2roMFrB9ux3sE9I,Live,Anonymous,,,71.63.248.34,0,2016-01-11 10:22:57,2016-01-11 10:30:37,1,29,4.1428571428571,1.4638501094228,22,3.1428571428571,0.69006555934235,12,2,0.63245553203368,6,0.6,0.51639777949432,,United States,OR,0,1,1,1,,1,0,0,60.004,0,,1,First professional-level job evaluation.  Terror is the only way I could describe it. It turned out I got a raise on the spot and the only criticism the boss had was I sometimes worked so fast it made her look bad. ,10.114,99.279,108.356,8,1,23,19,22,23,21,23,22,1,2,2,2,3,2,1,800,1,1,21,22,22,22,21,21,21,1,22,20,21,22,21,20,21,21,22,20,1,7,10,1,1,39,US,Atheist ,3,,6,4,3,,1,Perception of others and their actions or possible actions. ,"No, it didn't seem all that related. ",,1,1,,,,,44.525299072266,-122.8177947998,-1,
R_1PZgZmxPnw7sLm8,Live,Anonymous,,,66.87.115.36,0,2016-01-11 10:17:59,2016-01-11 10:31:04,1,21,3,2.2360679774998,29,4.1428571428571,0.37796447300923,13,2.1666666666667,0.40824829046386,9,0.9,0.31622776601684,,United States,MI,0,1,1,1,,1,0,0,60.045,0,,1,"My former fiance held power over me on many occasions. Unfortunately he was emotionally abusive ans a compulsive gambler. On one particular occasion he had just ""won"" $12,000. My brother-in-law's brother was in the hospital in Texas. We lived in Las Vegas. The probability was very high that he would mot make it out of the hospital (he needed a heart and lung transplant). I asked for a couple hundred bucks to fly home and see him. I was told no since it would just be a waste of money. I was so very angry I wanted to smash his head into the machine he was playing.",9.771,9.771,276.971,1,1,22,25,25,19,25,21,22,2,3,2,2,2,2,1,401,1,1,19,22,22,20,22,22,22,1,19,20,20,20,21,20,21,19,22,19,1,7,10,1,2,42,United States,None,3,,3,3,4,,1,Perceptions of others based on visual and verbal cues.,No effct,I do not,1,1,,,,,42.395492553711,-83.13809967041,-1,
R_2q8eIYkXWu2pny2,Live,Anonymous,,,104.54.203.85,0,2016-01-11 10:21:36,2016-01-11 10:31:30,1,34,4.8571428571429,0.89973541084244,25,3.5714285714286,0.78679579246944,11,1.8333333333333,0.75277265270908,10,1,0,,United States,TX,0,1,1,1,,1,0,0,60.033,0,,1,"I was talking with one of my bosses regarding some complaints that some employees (and I) had recently in our office. We hadn't gotten raises or our usual bonuses in over a year at that point so we were talking trying to find a middle ground where everyone would be happy. I was terrified - very nervous, as I don't like any type of confrontation, and this particular boss was known to be a bit dramatic at times. We talked for a long time, and she finally agreed to speak to our overarching supervisor, who was the owner/CEO and really in charge of what was going on. But having to act as the intermediary for everyone made me feel very awkward and uncomfortable, especially as we ha really no leverage - we couldn't all quit, we needed jobs!",1.923,109.588,166.078,8,1,23,24,22,22,21,24,22,1,2,1,3,2,2,1,300,1,1,22,22,22,21,22,22,22,1,19,20,21,20,21,20,21,19,22,19,1,5,10,1,2,34,United States,none,3,,6,4,4,,1,To test whether a person's feeling of powerlessness would affect the amount given away to a stranger.,"It might have - it put me in a frame of mind where I wasn't feeling particularly generous, just nervous.",Nothing I can think of at this time!,1,1,,,,,30.491500854492,-97.754402160645,-1,
R_Og4rq9Jtut7jeIV,Live,Anonymous,,,173.197.77.235,0,2016-01-11 10:15:10,2016-01-11 10:31:31,1,34,4.8571428571429,1.0690449676497,24,3.4285714285714,0.97590007294853,9,1.5,0.54772255750517,7,0.7,0.48304589153965,,United States,CA,0,1,1,1,,1,0,0,60.016,0,,1,"I was trying to fly out of China but the authorities were saying my visa was not valid. There was nobody that I could talk to. The answer was simply no. I felt angry at my inability to do anything about it. I felt angry at the person for not doing more to try and be understanding. I knew that it was his job, and if he tried to move further up the ladder he would be told the same thing he is telling me. I felt like there was nothing I could do, and I gave up and accepted my situation fairly quickly.",42.202,86.798,234.366,5,1,23,22,20,21,20,23,21,1,1,1,2,2,2,1,803,1,1,20,20,22,20,20,22,22,1,19,20,20,20,21,20,20,19,22,21,1,4,10,1,1,27,USA,None,3,,6,4,2,,1,To figure out how a person's emotions change when they are in or out of a position of power.  Describe how empathetic people are after feeling these emotions. Describe how much somebody would want to share after these emotions.,"No, I tried to stay objective and take my previous experiences out of it.",No,1,1,,,,,34.029098510742,-118.39929962158,-1,
R_56xKR5M1Ea80mSB,Live,Anonymous,,,24.62.12.254,0,2016-01-11 10:13:09,2016-01-11 10:31:36,1,35,5,1.7320508075689,24,3.4285714285714,0.53452248382485,12,2,0.89442719099992,8,0.8,0.42163702135578,,United States,MA,1,1,1,1,1,,0,0,60.009,0,1,,"A couple of years ago I worked at a summer camp in Maine. I was in charge of teaching a variety of classes, one of which was stained glass making. Part of the process of making stained glass is soldering various pieces together. One week I had a girl who just would not listen. She'd mess around with sharp glass, try to take her shoes off, be careless with the soldering iron, and finally I had enough. I kicked her out, then marched her down to the office where I pulled the camp directer aside and demanded that she be kicked out of the camp. She agreed with me, and I never had to deal with that particular child again.",159.772,159.772,481.068,1,1,22,22,20,20,20,24,19,1,2,1,3,3,2,1,0,1,1,20,22,22,21,21,21,21,1,19,20,20,20,21,20,20,19,22,19,1,8,10,1,1,29,USA,Agnostic,3,,6,4,4,,1,Research about trust in various situations?,Possibly. It may have skewed my perspective and made me answer the questions regarding power more positively. ,"Nope, nothing. ",1,1,,,,,42.20930480957,-70.932601928711,-1,
R_Rh45VtlMRnjkq89,Live,Anonymous,,,70.189.70.77,0,2016-01-11 10:23:35,2016-01-11 10:31:53,1,34,4.8571428571429,1.5735915849389,30,4.2857142857143,0.75592894601845,14,2.3333333333333,1.0327955589886,6,0.6,0.51639777949432,,United States,OK,0,1,1,1,,1,40.52,53.008,60.004,4,,1,It was initially during my time with Toys R US after I was transferred.  The boss and I were talking.  I explained that I was a new manager and that I would need help adjusting into the role.  She explained what was expected of me and that it was up to me to drive the results of what she wanted.  In that instance I felt very helpless as I did not know how to drive these results aside from personally achieving them myself.  ,1.105,1.149,111.841,2,1,23,23,19,20,21,24,22,2,3,1,4,2,2,1,401,1,1,20,23,23,20,23,21,22,1,19,20,20,21,21,21,21,19,22,20,1,7,10,1,2,33,USA,None,3,,4,3,3,,1,How well moods can be read based on eyes,It put me into a mindset reflecting on the situation and how helpless I felt at the time.  ,None,1,1,,,,,36.191604614258,-95.957801818848,-1,
R_2VmxTfRRRRSJEA4,Live,Anonymous,,,201.233.34.112,0,2016-01-11 10:15:32,2016-01-11 10:32:07,1,33,4.7142857142857,1.9760470401187,30,4.2857142857143,0.48795003647427,14,2.3333333333333,1.0327955589886,8,0.8,0.42163702135578,,Colombia,02,1,1,1,1,1,,0,0,60.019,0,1,,"Being a team leader, I was in charge of 2 soldiers. A lot of soldiers are hungry for power. I, on the other hand, never wanted it. I don't like bossing people around.",5.881,5.881,122.355,1,1,23,22,19,19,22,24,20,1,3,2,4,2,2,1,1000,1,1,19,22,22,19,22,22,22,1,19,19,20,20,21,20,21,19,22,19,1,6,10,1,1,39,USA,Christian,4,,3,3,4,,1,To see if we were paying attention. That's why you threw in a question to test us to see if we were actually paying attention.,"No, I don't think it affected the answers at all.","Yes, I want to know what ""other"" did with the 3000 raffle tickets.",1,1,,,,,6.2518005371094,-75.563598632812,-1,
R_2vjZmpr0oMe5lX6,Live,Anonymous,,,72.192.99.199,0,2016-01-11 10:20:13,2016-01-11 10:33:13,1,32,4.5714285714286,0.78679579246944,26,3.7142857142857,0.48795003647427,12,2,0.63245553203368,8,0.8,0.42163702135578,,United States,OK,0,1,1,1,,1,0,0,60.057,0,,1,"I was having a job interview for a new position at work. I was already pretty nervous as it would have been a huge change for me and my family.   /  / I went into the interview room and one of the managers Liz who I already did get along with was the main interviewer, I was pretty angry at that point as I thought it showed bias towards another candidate. I remember her stupid curly hair that she had at the time and this stupid little smirk she had on her face everytime she threw a random, tough questions my way.",1.86,167.052,169.269,9,1,22,22,22,24,22,23,21,1,3,2,2,2,2,1,250,1,1,20,22,21,21,22,22,22,1,19,20,21,22,21,20,21,19,19,19,1,7,10,1,1,28,USA,NONE,3,,4,3,3,,1,I think the study was about trust and how humans react to strangers.,"No, I don't think it did.","Great study, well put together and easy to follow!",1,1,,,,,36.027099609375,-95.557601928711,-1,
R_vjAWOaTrv8GtBEl,Live,Anonymous,,,68.200.194.186,0,2016-01-11 10:22:50,2016-01-11 10:33:20,1,22,3.1428571428571,1.7728105208558,26,3.7142857142857,0.48795003647427,12,2,0.89442719099992,9,0.9,0.31622776601684,,United States,FL,1,1,1,1,1,,0,0,60.046,0,1,,I was a volunteer at a high school for the band. I had to look out for mistakes they were making and help them correct them. It was an odd feeling to feel like I had that kind of control over people because I had never had it before. I would have to correct the way they marched or when it came to Clarinets I would have to make sure they knew how to play their music.,40.909,40.909,159.972,1,1,19,19,22,20,22,23,21,1,3,1,3,2,2,1,1000,1,1,20,22,22,20,22,21,21,1,20,20,21,20,21,20,21,19,22,19,1,8,10,1,1,25,USA,Agnostic,4,,4,3,1,,1,To see how I feel after recalling an experience where I had power over someone and how that may influence my decisions.,No,"The questions seemed unrelated to the writing task, but I'm sure they had meaning.",1,1,,,,,27.838592529297,-82.716598510742,-1,
R_3qkBCi56gSB77Yu,Live,Anonymous,,,162.228.231.10,0,2016-01-11 10:21:47,2016-01-11 10:33:22,1,33,4.7142857142857,1.7043362064927,34,4.8571428571429,0.37796447300923,11,1.8333333333333,1.16904519445,7,0.7,0.48304589153965,,United States,KY,1,1,1,1,1,,0,0,60.007,0,1,,I once had the power to help my friend to obtain a job where I worked. It was up to me to help her get hired on so the fate of her employment was initially in my hands. She was very anxious and excited. I felt nervous for her as well because I hoped she would get hired on.,3.027,3.027,92.457,1,1,24,23,21,19,21,24,21,1,4,1,2,2,1,1,502,1,1,19,23,23,20,23,23,23,1,19,19,21,21,21,20,21,20,22,19,1,8,10,1,2,22,US,n/a,6,Moor,4,3,2,,1,"I think the study was about remembering past feelings and emotions, interpreting facial expressions and generosity.",I felt good about my essay so I may have been in a more positive mood.,I think this was a great and interesting study.,1,1,,,,,38.236602783203,-85.817596435547,-1,
R_2UYQv1JfwgSP6qz,Live,Anonymous,,,32.208.86.6,0,2016-01-11 10:14:40,2016-01-11 10:34:09,1,38,5.4285714285714,1.7182493859684,27,3.8571428571429,0.69006555934235,12,2,0,7,0.7,0.48304589153965,,United States,CT,0,1,1,1,,1,0,0,60.278,0,,1,"The incident I think about was at a antiques show. I saw something I wanted at one exhibition that I felt I could make some money on as a dealer. The dealer who was running the booth that had the item I wanted saw that I really liked it, and I could tell that he realized he had power over me as to the price he would sell the item to me. Prices are usually pretty variable at an antiques show. And I was in the position where I felt I had no control over the situation, except of course to turn down the item if I didn't want to pay what the dealer priced it at. I tried to be passive as I could, both not to show my keen interest, although from my looking at the item the prospective seller knew I wanted it. I had a special interest in the item not only because I could make a good profit, but also because it was a good item for me to be handling for the sake of image and my marketing in the field. In the end, I did not barter, and purchased the item at the higher price the dealer asked for it in realizing I had no power in the situation.",2.089,180.81,309.505,5,1,23,23,19,20,19,24,20,2,2,2,2,2,2,1,500,1,1,20,22,23,21,22,21,22,1,21,22,22,20,21,20,21,19,22,19,1,4,10,1,1,70,United States,agnostic,3,,5,5,4,,1,I think the purpose of the study was to get information on how an individual makes choices and also positions himself with respect to other individuals and within society on the basis of how he assesses others (as in the test of trying to read the persons' eyes) and also reflects on himself in simple ways as prompted by parts of the survey.,"I don't think the brief essay I wrote affected my answers except to the degree that it got my mind working to be alert for the following part of the survey. In most situations, I recognize the power dynamics, and take them as fact and for granted so I am usually at most minimally affected by them emotionally or in behaving in the situation.",no further comments,1,1,,,,,41.172302246094,-73.201400756836,-1,
